opec,descripcion,nivel_requerido,titulos_requeridos,experiencia_minima_meses
41982,Administrar y controlar la información que permita realizar la liquidación de nómina de los funcionarios de la entidad.,PROFESIONAL,,16.0
41984,Participar en la elaboración de planes y recomendar las acciones que deban adoptarse para el logro de los objetivos y las metas propuestas.,PROFESIONAL,,16.0
41983,"Proponer, desarrollar y realizar seguimiento de los planes, programas y proyectos de la entidad  de conformidad con la normatividad, políticas y lineamientos de caracter nacional y sectorial",PROFESIONAL,,16.0
41987,"Apoyar en la ejecución de procesos administrativos, operativos, financieros o presupuestales para el buen funcionamiento de la dependencia.",PROFESIONAL,,16.0
41989,"Llevar a cabo los programas de Inspección, Vigilancia y Control de Alimentos y Bebidas que permitan garantizar la calidad e inocuidad de los mismos en el Grupo de Trabajo asignado.",PROFESIONAL,,10.0
41992,"Tramitar las solicitudes de Registro Sanitario de Alimentos y Bebidas y demás novedades relacionadas con el mismo, teniendo en cuenta las normas vigentes, el proceso y procedimientos establecidos.",PROFESIONAL,,10.0
41997,"Definir los instrumentos para la ejecución de las políticas, desarrollo de planes, programas y proyectos de vigilancia post comercialización bajo el enfoque de riesgo de los reactivos de diagnóstico in vitro y productos o derivados de origen humano.",PROFESIONAL,,31.0
41994,"Formular, desarrollar, hacer seguimiento y evaluación a los planes, programas y proyectos de inspección, vigilancia y control de riesgos que afectan la inocuidad de los alimentos, especialmente de las cadenas de frutas y de otros vegetales.",PROFESIONAL,,31.0
41996,"Diseñar y desarrollar planes, programas y proyectos del Sistema Oficial de Inspección, Vigilancia y Control en Carnes, de conformidad con la legislación sanitaria y procedimientos vigentes. Así mismo, promover estrategias e instrumentos para la ejecución adecuada de las políticas en materia de vigilancia y control sanitario en los establecimientos competencia de la Dirección.",PROFESIONAL,,31.0
42007,"Realizar la ejecución y seguimiento de los procesos administrativos, operativos, financieros o presupuestales para el buen funcionamiento de las operaciones de la dependencia.",PROFESIONAL,,25.0
42011,"Realizar las actividades requeridas de articulación y coordinación con las Entidades Territoriales de Salud  y formular, desarrollar, hacer seguimiento y evaluación a los planes, programas y proyectos de inspección, vigilancia  y control de riego que afectan  la inocuidad de los alimentos.",PROFESIONAL,,25.0
42009,"Realizar la inspección, vigilancia y control de alimentos estableciendo su calidad e inocuidad, en concordancia con la legislación vigente y el acatamiento de las políticas y directrices del Instituto.",PROFESIONAL,,25.0
42012,Realizar las actividades requeridas de articulación y coordinación con las Entidades Territoriales de Salud,PROFESIONAL,,19.0
42014,Orientar legalmente en todos los asuntos de competencia de la dependencia y de los programas del Instituto.,PROFESIONAL,,25.0
42018,"Gestionar, organizar, controlar y hacer seguimiento a la ejecución de los procesos para la expedición de registros sanitarios y trámites asociados.",PROFESIONAL,,25.0
42019,"Planear las actividades de inspección, vigilancia y control a los productores y distribuidores de productos farmacéuticos, con el fin de garantizar que dichos productos cumplan con los parámetros de calidad establecidos, de acuerdo con las normas y procedimientos vigentes",PROFESIONAL,,25.0
42020,"Brindar los lineamientos para el desarrollo de las acciones de inspección, vigilancia y control, expedición de registros sanitarios y laboratorios de acuerdo a los planes y programas establecidos en la entidad, para los productos de competencia de la Dirección de Medicamentos y Productos Biológicos.",PROFESIONAL,,25.0
42022,"Realizar Inspección, Vigilancia y Control de Productos Competencia del INVIMA según sea el caso, en concordancia con la legislación sanitaria, los procedimientos, las políticas y directrices del Instituto.",PROFESIONAL,,31.0
42024,"Realizar Inspección, Vigilancia y Control de Productos Competencia del INVIMA según sea el caso, en concordancia con la legislación sanitaria, los procedimientos, las políticas y directrices del Instituto.",PROFESIONAL,,19.0
42025,"Realizar Inspección, Vigilancia y Control de Productos Competencia del INVIMA según sea el caso, en concordancia con la legislación sanitaria, los procedimientos, las políticas y directrices del Instituto.",PROFESIONAL,,19.0
42066,"Elaborar y revisar los actos administrativos relacionados con los procesos sancionatorios derivados de las actividades de inspección, vigilancia y control efectuados por el instituto dentro de las competencias misionales establecidas para tal fin, conforme a las normas vigentes.",PROFESIONAL,,31.0
42067,"Diseñar estrategias y actividades que permitan el fortalecimiento, desarrollo y mantenimiento de la Red Nacional de Laboratorios y la implementación y mantenimiento del Sistema de Gestión de la Calidad en los laboratorios de la Red Nacional y del INVIMA, de acuerdo con las normas y procedimientos vigentes.",PROFESIONAL,,31.0
42068,"Realizar las actividades de la dependencia del Grupo Laboratorio de Productos Farmacéuticos y Otras tecnologías, Área fisicoquímica tendientes a asegurar la ejecución de los programas de vigilancia y control incluidos en los planes estratégicos del Instituto.",PROFESIONAL,,31.0
42069,"Diseñar, proponer y liderar estudios e investigaciones que deriven en la ejecución del montaje, validación y estandarización de técnicas analíticas para la detección y monitoreo de microorganismos de los productos competencia de la dirección.",PROFESIONAL,,31.0
42070,"Diseñar, proponer y liderar estudios e investigaciones que promuevan el montaje, validación y estandarización de técnicas analíticas de alta complejidad para el monitoreo de residuos y contaminantes químicos en alimentos y bebidas.",PROFESIONAL,,31.0
42072,"Participar en la implementación, formulación y ejecución de lineamientos técnicos para la ejecución de las acciones que sean necesarias en el control de la publicidad y la vigilancia sobre el cumplimiento de las normas vigentes en esta materia, para los productos competencia de la Dirección de Medicamentos y Productos Biológicos.",PROFESIONAL,,30.0
42075,"Realizar la ejecución y seguimiento de los procesos administrativos, operativos, financieros o presupuestales para el buen funcionamiento de las operaciones de la dependencia.",PROFESIONAL,,25.0
42076,"Ejecutar actividades relacionadas con ingreso y salida del país de los productos vigilados por el INVIMA, que permitan el cumplimiento de las normas sanitarias y de comercio exterior, en concordancia con la legislación sanitaria, los procedimientos, las políticas y directrices del Instituto.",PROFESIONAL,,19.0
42078,"Participar en la formulación, diseño, organización, ejecución y control de los planes proyectos, programas y procedimientos que permitan la adecuada administración de los recursos físicos y prestación de servicios administrativos.",PROFESIONAL,,25.0
42080,"Participar en la ejecución de planes, proyectos y programas que faciliten el desarrollo integral del recurso humano que se encuentre al servicio de la Entidad, de acuerdo con las normas y procedimientos legales vigentes.",PROFESIONAL,,19.0
42084,"Formular, construir y emplear las acciones para la implementación, mantenimiento y mejora continua del Sistema de Gestión Integrado del Invima, de acuerdo con los requisitos legales y normativos, políticas institucionales y necesidades de las partes interesadas.",PROFESIONAL,,25.0
42082,"Desarrollar el programa de capacitación, inducción, entrenamiento, planeación y desarrollo de competencias para asegurar el nivel de competencia requerido en cada uno de los funcionarios, con base en las necesidades detectadas, los requerimientos de la dependencia, las metodologías, lineamientos existentes y normatividad vigente.",PROFESIONAL,,16.0
42088,"Garantizar el cumplimiento de los estándares técnicos requeridos y el desarrollo de nuevas metodologías, programas y planes de muestreo relacionados con los análisis microbiológicos para la determinación de agentes patógenos presentes en los alimentos, materias primas y bebidas, con el fin de verificar los requisitos de inocuidad, como apoyo a los programas de vigilancia y control competencia de la dirección de Alimentos y Bebidas.",PROFESIONAL,,25.0
41551,"Apoyar en la propuesta, desarrollo y ejecución de las acciones que sean necesarias para otorgar el Registro sanitario, certificar los establecimientos en Buenas Prácticas De Manufactura y Clínicas de los productos y servicios competencia de la Dirección de Medicamentos y Productos Biológicos y vigilar el cumplimiento de las normas vigentes en esta materia, para los productos competencia de la Dirección de Medicamentos y Productos Biológicos.",PROFESIONAL,,25.0
42318,"Realizar Inspección, Vigilancia y Control de Productos Competencia del INVIMA según sea el caso, en concordancia con la legislación sanitaria, los procedimientos, las políticas y directrices del Instituto.",PROFESIONAL,,30.0
42320,"Apoyar la ejecución, seguimiento de procesos administrativos, operativos, financieros o presupuestales para el buen funcionamiento de la dependencia.",PROFESIONAL,,30.0
42323,"Apoyar la ejecución, seguimiento de procesos administrativos, operativos, financieros o presupuestales para el buen funcionamiento de la dependencia.",PROFESIONAL,,30.0
