postulante,nivel_educativo_texto,titulos_principales,anios_experiencia_efectiva,total_formaciones,cantidad_nbc,cantidad_areas,nivel_educativo_maximo,cant_bachiller,cant_doctorado,cant_educacion_basica_primaria,cant_educacion_basica_secundaria,cant_educacion_informal,cant_especializacion_profesional,cant_especializacion_tecnica_profesional,cant_especializacion_tecnologica,cant_formacion_academica,cant_formacion_laboral,cant_formacion_penitenciaria,cant_maestria,cant_normalista,cant_postdoctorado,cant_profesional,cant_tecnico_profesional,cant_tecnologico,tiene_posgrado,tiene_formacion_complementaria,perfil_multidisciplinario,total_experiencias,periodos_efectivos,dias_experiencia_efectiva,anios_experiencia_efectiva,antiguedad_laboral_dias,antiguedad_laboral_anios,densidad_laboral,duracion_promedio_experiencia,duracion_maxima_experiencia,duracion_minima_experiencia,experiencia_amplia,experiencia_extensa,trayectoria_estable,multiples_experiencias,total_empleos_postulados,participa_varios_concursos
905555681,BACHILLER,ASISTENTE ADMINISTRATIVO | BACHILLER ACADEMICO | SEMINARIO COMUNICACION Y HABILIDADES SOCIALES | SEMINARIO ETICA PROFESIONAL | SEMINARIO MEDIO AMBIENTE | SEMINARIO PARTICIPACION Y DEMOCRACIA | SEMINARIO SERVICIO AL CLIENTE,0.5,7,0,0,EDUCACION INFORMAL,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,183,0.5,183,0.5,1.0,183.0,183,183,0,0,1,0,1,0
905558355,MAESTRIA,Bachiller Técnico con especialidad en comercío | DESARROLLO DE AUDITORIAS INTERNAS AL SISTEMA INTEGRADO DE GESTION | ESPECIALIZACION EN GERENCIA DE PROYECTOS | I Seminario Modulación y Demodulación Análoga y Digital con PLC | INGENIERIA ELECTRONICA | ISO 14001 2015 Sistema de Gestión Ambiental | ISO 19011 2018 Directrices para Auditar Sistemas de Gestión | ISO 45001 2018 Sistema de Gestión de Seguridad y Salud en el trabajo | ISO 9001-2015 Sistema de Gestión de Calidad | Magíster en Gestión en la Industría de los Hidrocarburos | TALLER DE COMPETENCIAS TRANSVERSALES | TECNICA PROFESIONAL EN TELECOMUNICACIONES,16.75,12,2,2,MAESTRIA,0,0,0,1,7,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,15,14,6118,16.75,7066,19.35,0.866,471.67,1788,62,1,1,1,1,3,1
905558906,BACHILLER,BACHILLERATO,9.19,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3357,9.19,4490,12.29,0.748,559.5,1171,247,1,0,0,1,1,0
905569992,PROFESIONAL,Bachiller Tecnico Especialidad Comercio en Gestion Empresarial | INGENIERÍA DE SISTEMAS,0.5,2,0,1,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,184,0.5,184,0.5,1.0,184.0,184,184,0,0,1,0,1,0
905598302,PROFESIONAL,BACHILLER TECNICO | DERECHO | ELABORACIÓN DE HOJA DE VIDA Y PRESENTACIÓN DE ENTREVISTA | II SEMINARIO DE DERECHO COMERCIAL Y FINANCIERO | TECNOLOGIA EN GESTION DOCUMENTAL | XIII CONGRESO INTERNACIONAL DE DERECHO PROCESAL CONSTITUCIONAL Y LXXII ENCUENTRO DE LA ASOCIACION MUNDIAL,2.58,6,1,2,TECNICO PROFESIONAL,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4,4,943,2.58,2548,6.98,0.37,235.75,568,87,0,0,0,1,2,1
905602071,ESPECIALIZACION PROFESIONAL,"DERECHO | ESPECIALIZACION EN DERECHO ADMINISTRATIVO LABORAL | MAESTRIA EN DERECHO DEL TRABAJO, PROCESAL DEL TRABAJO Y SEGURIDAD SOCIAL",7.11,3,2,2,MAESTRIA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,1,2596,7.11,2596,7.11,1.0,1382.33,2596,223,1,0,1,1,1,0
905604479,PROFESIONAL,ADMINISTRACION DE EMPRESAS | BACHILLER ACADEMICO | EDUCACION BASICA PRIMARIA,0.54,4,1,1,PROFESIONAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,196,0.54,196,0.54,1.0,196.0,196,196,0,0,1,0,1,0
905678515,TECNOLOGICO,Bachiller Tecnico Asistencia Administrativa | TECNOLOGIA EN GESTION ADMINISTRATIVA | TECNOLOGIA EN GESTION DOCUMENTAL,0.57,3,1,2,TECNICO PROFESIONAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,209,0.57,209,0.57,1.0,209.0,209,209,0,0,1,0,1,0
905680899,BACHILLER,Fundamentación en vigilancia | bachiller academico,0.39,2,0,0,BACHILLER,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,141,0.39,141,0.39,1.0,141.0,141,141,0,0,1,0,1,0
905681727,PROFESIONAL,ECONOMIA,3.33,1,1,1,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1216,3.33,2266,6.2,0.537,608.0,925,291,0,0,0,0,1,0
905686364,PROFESIONAL,Bachiller | INGENIERIA INDUSTRIAL | TECNOLOGO EN MANTENIMIENTO ELECTRICO INDUSTRIAL,4.23,3,1,1,PROFESIONAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,3,1546,4.23,1757,4.81,0.88,515.33,731,181,0,0,1,1,1,0
905686670,PROFESIONAL,ADMINISTRACION DE EMPRESAS | TECNOLOGIA EN GESTION COMERCIAL Y DE NEGOCIOS,5.14,2,1,1,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,3,1879,5.14,4812,13.17,0.39,626.33,1089,44,1,0,0,1,1,0
905691577,BACHILLER,medicina veterinaria y zootecnia,0.05,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,0.05,19,0.05,1.0,19.0,19,19,0,0,1,0,1,0
905692013,PROFESIONAL,ADMINISTRACIÓN Y CONTROL DE INVENTARIOS | AGRICULTURA ECOLOGICA FERTILIZACION SUELOS Y CULTIVOS | APOYO SELECCIÓN PARA EL ÉXITO | BACHILLERATO ACADEMICO | CAPACITACION TEORICA DEL PROGRAMA DE RECOLECCION DE INFORMACION ASISTIDA POR COMPUTADOR DMC Y PRACTICA CENSO | COMPETITIVIDAD LABORAL PROYECTO DE VIDA COMUNICACIÓN MANEJO DEL CONFLICTO Y HABILIDADES DE NEGOCIACION TRABAJO EN EQUIPO Y TOMA DE DECISIONES | CONECTESU EMPRESA CON EL MUNDO A TRAVES DE LASREDES SOCIALES | CONTADURIA PUBLICA | DIPLOMADO EN GESTION TRIBUTARIA | FERTILIZACION AGRICOLA ECOLOGICA | INGLES AMARICANO NIVEL 1 | INTELIGENCIA PARA EL TRABAJO Y LA VIDA HABILIDADES LECTO ESCRITAS PLANEACION DEL TIEMPO USO DE LAS TIC Y PENSAMIENTO LOGICO MATEMATICO | INTERNET PAGINAS WEB CORREO ELECTRONICO | LOGISTICA Y TRANSPORTE INTERNACIONAL | MANEJO TECNOLOGICO DEL CULTIVO DE AGUACATE | PROYECTO DE VIDA COMUNICACION MANEJO DE CONFLICTOS Y HABILIDADES DE NEGOCIACION TRABAJO EN EQUIPO Y TOMA DE DECISIONES | TECNOLOGIA EN CONTABILIDAD Y FINANZAS,23.19,17,1,1,PROFESIONAL,1,0,0,0,14,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,10,8,8469,23.19,10081,27.6,0.84,880.6,3751,19,1,1,1,1,1,0
905701394,PROFESIONAL,BACHILLER ACADEMICO | INGENIERIA ELECTRONICA,9.8,2,1,1,PROFESIONAL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3580,9.8,3580,9.8,1.0,3580.0,3580,3580,1,0,1,0,1,0
905701929,BACHILLER,ADMINISTRACION DE EMPRESAS | Administración de recursos humanos | Auditoría interna de calidad - NTC ISO 9001 | Bachiller académico | Gestión del mejoramiento continuo | Sistema de Gestión de seguridad y salud en el trabajo,2.64,6,1,1,EDUCACION INFORMAL,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,5,963,2.64,1035,2.83,0.93,192.6,631,15,0,0,1,1,2,1
905702094,TECNOLOGICO,BACHILLER TECNICO EN RECREACION Y TURISMO | TECNOLOGIA EN GESTION EMPRESARIAL,1.41,2,1,1,TECNOLOGICO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,514,1.41,701,1.92,0.733,257.0,330,184,0,0,0,0,1,0
905703789,BACHILLER,BACHILLER TECNICO COMERCIAL,8.25,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3015,8.25,3015,8.25,1.0,1522.5,3015,30,1,0,1,0,1,0
905796283,PROFESIONAL,ADMINISTRACION DE EMPRESAS,5.08,1,1,1,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1855,5.08,1855,5.08,1.0,1855.0,1855,1855,1,0,1,0,1,0
905796697,BACHILLER,BACHILLER ACADEMICO,8.11,1,0,0,EDUCACION BASICA SECUNDARIA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2962,8.11,2962,8.11,1.0,2962.0,2962,2962,1,0,1,0,1,0
905799370,TECNOLOGICO,Bachiller Tecnico Con Especialidad Industrial Metalisteria y Soldadura | Educacion Basica Primaria | TECNOLOGIA DE DISEÑO DE ELEMENTOS MECANICOS PARA SU FABRICACION CON MAQUINAS HERRAMIENTAS CNC,0.5,3,0,0,TECNOLOGICO,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,182,0.5,182,0.5,1.0,182.0,182,182,0,0,1,0,1,0
905801040,BACHILLER,Bachiller academia,0.53,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,192,0.53,192,0.53,1.0,192.0,192,192,0,0,1,0,1,0
905804074,PROFESIONAL,INGENIERIA INDUSTRIAL | INGLES BASICO | bachiller en salud y nutrición,11.4,3,1,1,PROFESIONAL,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,4163,11.4,4163,11.4,1.0,4163.0,4163,4163,1,1,1,0,3,1
905806982,BACHILLER,BACHILLER | CURSO 8 MODULO MIPG | CURSO DE TRASNPARENCIA | MODELO INTEGRADO MIPG,20.71,4,0,0,FORMACION ACADEMICA,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,12,9,7563,20.71,9376,25.67,0.807,816.83,1446,121,1,1,1,1,1,0
905815132,ESPECIALIZACION PROFESIONAL,Bachillerato Académico | DERECHO | ESPECIALIZACION EN DERECHO PROCESAL,14.0,3,1,1,ESPECIALIZACION PROFESIONAL,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7,4,5114,14.0,9632,26.37,0.531,882.71,1889,334,1,1,0,1,1,0
905820238,BACHILLER,ADMINISTRACION PUBLICA TERRITORIAL | BACHILLER,1.11,2,1,1,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,407,1.11,407,1.11,1.0,407.0,407,407,0,0,1,0,1,0
905820361,TECNOLOGICO,Bachiller Académico | TECNOLOGIA GESTION LOGISTICA,1.61,2,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,587,1.61,2524,6.91,0.233,195.67,464,1,0,0,0,1,1,0
905821228,BACHILLER,ATENCION AL CLIENTE EN LOS  PROCESOS ADMINISTRATIVOS | CONTABILIDAD RECONOCIMIENTO DE RECURSOS FINANCIEROS | FUNDAMENTACIÓN VIGILANCIA | TECNICO CON ESPECIALIDAD EN GESTION EMPRESARIAL | TECNICO EN ASISTENCIA ABMINISTRATIVA,1.17,5,0,0,EDUCACION INFORMAL,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,427,1.17,427,1.17,1.0,427.0,427,427,0,0,1,0,1,0
905827104,BACHILLER,Bachiller Academico,2.12,1,0,0,EDUCACION BASICA PRIMARIA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,774,2.12,2038,5.58,0.38,387.0,533,241,0,0,0,0,1,0
905831503,PROFESIONAL,Bachiller académico | Diplomado en Atenciòn Psicosocial | Ingles | TRABAJO SOCIAL,3.52,4,1,1,EDUCACION INFORMAL,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,1287,3.52,1790,4.9,0.719,429.0,579,234,0,0,0,1,1,0
905838374,PROFESIONAL,CONTADURIA PUBLICA,10.25,1,1,1,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,3742,10.25,4136,11.32,0.905,935.5,2059,414,1,1,1,1,2,1
905845834,PROFESIONAL,ACCIONES DE PREVENCION EN SALUD MENTAL | ADMINISTRACION DE RECURSOS HUMANOS | BACHILLERATO ACADEMICO | HERRAMIENTAS PARA LA GESTIÓN DEL TALENTO HUMANO | PSICOLOGIA | RECLUTAMIENTO DE TALENTO HUMANO MEDIANTE REDES SOCIALES | SISTEMA DE GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO SG-SST,0.61,7,1,1,EDUCACION INFORMAL,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,224,0.61,290,0.79,0.772,112.0,115,109,0,0,0,0,1,0
905848814,BACHILLER,BACHILLER ACADEMICO | CONTABILIDAD AUXILIAR | DEBIDO PROCESO | DISEÑO UNIVERSAL DEL APRENDIZAJE | RECEPCIONISTA | SECRETARIA AUXILIAR,21.88,6,0,0,EDUCACION INFORMAL,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7992,21.88,7992,21.88,1.0,7992.0,7992,7992,1,1,1,0,1,0
905852367,ESPECIALIZACION PROFESIONAL,CONTADURIA PUBLICA | ESPECIALIZACION EN GERENCIA FINANCIERA INTERNACIONAL,13.03,2,1,2,ESPECIALIZACION PROFESIONAL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,5,4758,13.03,5471,14.98,0.87,951.6,1913,366,1,1,1,1,1,0
905853294,TECNICO PROFESIONAL,BACHILLER ACADEMICO CON PROFUNDIZACION EN EL CAMPO DE LA EDUCACION Y LA FORMACION PEDAGOGICA | NORMALISTA SUPERIOR,9.68,2,0,0,NORMALISTA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,8,3537,9.68,5308,14.53,0.666,442.12,1153,93,1,0,0,1,1,0
905853871,TECNOLOGICO,TECNOLOGIA EN GESTION EMPRESARIAL | TECNOLOGIA EN SALUD OCUPACIONAL,0.92,2,1,2,TECNOLOGICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,336,0.92,336,0.92,1.0,336.0,336,336,0,0,1,0,1,0
905859989,BACHILLER,Bachiller Academico | ESPECIALIZACION ENTIDADES OFICIALES | REENTRENAMIENTO MEDIOS TECNOLOGICOS | REENTRENAMIENTO VIGILANCIA | TECNOLOGIA EN SISTEMAS DE GESTION AMBIENTAL,1.78,5,1,1,EDUCACION INFORMAL,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,651,1.78,651,1.78,1.0,651.0,651,651,0,0,1,0,1,0
905865279,PROFESIONAL,4ta Semana de la Geofísica | Aplicaciones de drones en proyectos minero-energéticos | Bachiller Académico | Curso Avanzado en Fotogrametría con Drones | Diplomado en Gestión del Riesgo de Desastres | Diplomado en Políticas Públicas | Exploración geofísica y levantamiento LIDAR para caracterizar rocas superficiales | GEOLOGIA | Piloto y Observador de Sistemas de Aeronaves No Tripuladas - UAS,0.23,9,1,1,BACHILLER,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,84,0.23,84,0.23,1.0,84.0,84,84,0,0,1,0,2,1
905869413,TECNICO PROFESIONAL,ATENCION Y SERVICIO AL CLIENTE | BACHILLER TECNICO | COMUNICACION ASERTIVA | INGLES BASICO | NOVEDADES Y LIQUIDACION EN SEGURIDAD SOCIAL INTEGRAL | RECONOCIMIENTO DE RECURSOS FINANCIEROS | TECNICO EN CONTABILIZACION DE OPERACIONES COMERCIALES Y FINANCIERAS | TECNICO EN MANTENIMIENTO DE EQUIPOS DE COMPUTO,1.5,8,0,0,EDUCACION INFORMAL,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,548,1.5,548,1.5,1.0,548.0,548,548,0,0,1,0,1,0
905875889,BACHILLER,Bachiller Academico | Reentrenamiento vigilancia,0.12,2,0,0,EDUCACION INFORMAL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,43,0.12,43,0.12,1.0,43.0,43,43,0,0,1,0,1,0
905877748,TECNOLOGICO,Bachiller Tecnico Especialidad Agropecuaria | TECNOLOGIA EN GESTION DOCUMENTAL,0.32,2,0,1,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,116,0.32,116,0.32,1.0,116.0,116,116,0,0,1,0,1,0
905884041,ESPECIALIZACION PROFESIONAL,Bachiller Técnico | Diplomado en Contratación Estatal | Diplomado en Interventoría y Auditoría de Proyectos | Gerencia de Proyectos bajo Estándares del PMI | INGENIERIA CIVIL,5.09,5,1,1,EDUCACION INFORMAL,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,1860,5.09,1979,5.42,0.94,620.0,1036,244,1,0,1,1,2,1
905891232,PROFESIONAL,BACHILLER ACADEMICO | COSTOS Y PRESUPUESTOS PARA EDIFICACIONES I GENERALIDADES | EXCEL INTERMEDIO | HERRAMIENTAS AVANZADAS DE HOJA DE CALCULO | INGENIERIA CIVIL | MANEJO BASICO DE LA HERRAMIENTA DE HOJAS DE CALCULO EXCEL | Sistemas Energéticos Sostenibles,1.33,7,1,1,EDUCACION INFORMAL,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,4,486,1.33,886,2.43,0.549,121.5,260,12,0,0,0,1,1,0
905892568,TECNOLOGICO,BACHILLER | LICENCIATURA EN MATEMATICAS | TECNOLOGO EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACION,0.5,3,1,1,TECNOLOGICO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,184,0.5,184,0.5,1.0,184.0,184,184,0,0,1,0,1,0
905893476,PROFESIONAL,ADMINISTRACION MARITIMA Y FLUVIAL | BACHILLER | TECNICO PROFESIONAL EN OPERACIONES MARITIMAS Y PORTUARIAS,2.49,3,1,1,PROFESIONAL,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,911,2.49,2702,7.4,0.337,303.67,398,184,0,0,0,1,1,0
906016241,BACHILLER,BACHILLERATO | TECNICO EN SISTEMAS,3.66,2,0,0,TECNICO PROFESIONAL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1335,3.66,1351,3.7,0.988,667.5,940,395,0,0,1,0,1,0
906027621,PROFESIONAL,Bachiller Académico | COMUNICACION SOCIAL PERIODISMO | Congreso Nacional e Internacional de Convivencia Socialcional de Periodistas | Congreso de Prevención de Riesgos Laborales en  Iberoamérica | Encuentro de Autoridades Regionales de Turismo | Seminario actualización cómo escribir en la web | Taller Nacional de Periodistas | Taller de Periodistas | Webinar-Ergonomía Laboral en Casa,29.24,9,1,1,EDUCACION INFORMAL,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,6,10680,29.24,13154,36.01,0.812,1339.62,4263,187,1,1,1,1,1,0
906030833,PROFESIONAL,2 niveles de ingles | ADMINISTRACION DE EMPRESAS | Bachiller académico en humanidades | Curso de profundización - Gerencia integral | Evaluación y mejora SGC | Fundamentos SGSST | TECNOLOGIA EN GESTION EMPRESARIAL,9.08,7,1,1,EDUCACION INFORMAL,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,6,6,3318,9.08,3748,10.26,0.885,553.0,1327,244,1,0,1,1,1,0
906031536,BACHILLER,Bachiller,5.38,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1965,5.38,1965,5.38,1.0,1965.0,1965,1965,1,0,1,0,3,1
906033118,PROFESIONAL,ADMINISTRACION DE EMPRESAS | BACHILLER TECNICO | DIPLOMADO EN COMERCIO INTERNACIONAL Y COMERCIO EXTERIOR | SERVICIO AL CLIENTE | TECNOLOGIA EN GESTION ADMINISTRATIVA | TECNOLOGÍA EN GESTIÓN DE COMERCIO EXTERIOR DE BIENES Y SERVICIOS | TENCNICA DE VENTAS,4.71,7,1,2,EDUCACION INFORMAL,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,4,4,1722,4.71,3095,8.47,0.556,430.5,811,183,0,0,0,1,1,0
906035321,BACHILLER,BACHILLER ACADEMICO | DIGITADORA RECEPCIONISTA | PROGRAMA INTEGRAL DE CAPACITACION PIC VIRTUAL | REENTRENAMIENTO VIGILANCIA,26.68,5,0,0,BACHILLER,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,9745,26.68,9924,27.17,0.982,4872.5,9091,654,1,1,1,0,1,0
906035903,ESPECIALIZACION PROFESIONAL,BACHILLER ACADEMICO | DERECHO | ESPECIALIZACION EN DERECHO PUBLICO,6.81,3,1,1,ESPECIALIZACION PROFESIONAL,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,2489,6.81,2658,7.28,0.936,1244.5,1393,1096,1,0,1,0,1,0
907388298,FORMACION LABORAL,ACTUALIZACION EN OPERACION DE MAQUINARIA PESADA | BACHILLER ACADÉMICO | BASICO EN OPERACION Y MANTENIMIENTO DE MAQUINARIA PESADA | OPERAR RETROCARGADOR EN OPERACIONES MINERAS Y OBRAS CIVILES | TECNICO LABORAL POR COMPETENCIAS EN OPERADOR DE MAQUINARIA PESADA,10.56,5,0,0,EDUCACION INFORMAL,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9,9,3856,10.56,4924,13.48,0.783,428.44,1360,190,1,1,0,1,1,0
907390120,TECNICO PROFESIONAL,Tecnico en Sistemas con Énfasis en Programación | Técnico Comercial,11.59,2,0,0,BACHILLER,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,4234,11.59,4234,11.59,1.0,1411.33,1767,1202,1,1,1,1,2,1
907390327,PROFESIONAL,BACHILLER | INGENIERIA CIVIL | TECNOLOGIA EN CONSTRUCCION DE EDIFICACIONES,2.5,3,1,2,TECNICO PROFESIONAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,5,912,2.5,1342,3.67,0.68,182.4,289,96,0,0,0,1,1,0
907391519,PROFESIONAL,BACHILLER ACADÉMICO | COMERCIO INTERNACIONAL,1.66,2,1,1,PROFESIONAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,607,1.66,607,1.66,1.0,607.0,607,607,0,0,1,0,1,0
907391665,ESPECIALIZACION PROFESIONAL,ESPECIALIZACION EN PSICOLOGIA OCUPACIONAL Y ORGANIZACIONAL | PSICOLOGIA,14.15,2,1,1,ESPECIALIZACION PROFESIONAL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,21,13,5168,14.15,6838,18.72,0.756,318.48,1104,35,1,1,0,1,1,0
907392428,TECNICO PROFESIONAL,Bachiller | TECNICO EN COCINA,5.85,2,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2135,5.85,2135,5.85,1.0,1189.33,1806,128,1,0,1,1,1,0
907392464,BACHILLER,Bachiller Academico | COMIDA SALUDABLE | MANEJO DE RESIDUOS | SEGURIDAD VIAL,10.95,4,0,0,EDUCACION INFORMAL,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,3999,10.95,4133,11.32,0.968,669.83,2794,52,1,1,1,1,1,0
907393206,PROFESIONAL,Bachiller Industrial - Construcciones | INGENIERIA CIVIL,11.19,2,1,1,PROFESIONAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,21,4088,11.19,5587,15.3,0.732,187.05,397,42,1,1,0,1,1,0
907393391,PROFESIONAL,DIPLOMADO EN GESTION Y BIENESTAR LABORAL | TRABAJO SOCIAL,1.34,2,0,1,FORMACION ACADEMICA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,491,1.34,491,1.34,1.0,491.0,491,491,0,0,1,0,1,0
907393560,TECNICO PROFESIONAL,AUXILIAR DE ENFERMERIA | BACHILLER ACADEMICO | MANEJO DE HERRAMIENTAS OFIMÁTICAS,9.74,3,0,0,EDUCACION INFORMAL,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,3558,9.74,3558,9.74,1.0,3547.0,3558,3536,1,0,1,0,1,0
907394795,BACHILLER,ADMINISTRACION DE EMPRESAS | bachiller,5.26,2,1,1,PROFESIONAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1921,5.26,1921,5.26,1.0,1921.0,1921,1921,1,0,1,0,2,1
907396315,PROFESIONAL,ESPECIALIZACION EN INGENIERIA DE SOFTWARE | INGENIERIA INDUSTRIAL,3.76,2,1,1,PROFESIONAL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,3,1373,3.76,2363,6.47,0.581,366.25,1089,92,0,0,0,1,1,0
907397153,ESPECIALIZACION PROFESIONAL,AUTOCAD I | AUTOCAD II | BACHILLER ACADEMICO | COMPETENCIAS CIUDADANAS EN SEGURIDAD VIAL | CONTRATACION ESTATAL | CONTROL INTERNO | DIPLOMADO EN ESTUDIOS PREVIOS ANALISIS DEL SECTOR ANALISIS DE RIESGOS Y ELABORACION DE PLIEGOS | DIPLOMADO EN POLITICA PUBLICA | DIPLOMADO PROYECTOS DE DESARROLLO | ESPECIALIZACION EN INGENIERIA DE VIAS TERRESTRES | INGENIERIA CIVIL | MANEJO DEFENSIVO DE VEHICULOS AUTOMOTORES | ORGANIZACION DE ARCHIVOS ADMISNITRATIVOS | ORGANIZACION DE ARCHIVOS DE GESTION,8.11,14,1,1,EDUCACION INFORMAL,1,0,0,0,11,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,15,11,2962,8.11,5351,14.65,0.554,208.93,1676,22,1,0,0,1,1,0
907397338,BACHILLER,Bachiller,1.0,1,0,0,EDUCACION BASICA PRIMARIA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,365,1.0,365,1.0,1.0,365.0,365,365,0,0,1,0,1,0
907397437,BACHILLER,BACHILLER ACADÉMICO,8.06,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2943,8.06,2943,8.06,1.0,2943.0,2943,2943,1,0,1,0,1,0
